service,page_kind,priority,risk,action,editor_status,cms_override,cms_override_enabled,slug,target_keyword,url,word_count,unique_word_count,faq_count,image_count,empty_alt_count,unique_alt_count,incoming_internal_links,unique_image_src_count,linked_from_parent,sitemap_included,title_chars,description_chars,nearest_keyword_url,nearest_keyword_similarity,nearest_content_url,nearest_content_similarity,nearest_template_url,nearest_template_similarity,title,h1
"hochzeiten","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","monheim-am-rhein","Hochzeitsmusik Monheim am Rhein","https://kim-marie-borger.com/hochzeiten/monheim-am-rhein/","1534","406","8","5","0","3","7","3","false","true","51","134","https://kim-marie-borger.com/hochzeiten/rhein-ruhr/","0.6667","https://kim-marie-borger.com/hochzeiten/bottrop/","0.6478","https://kim-marie-borger.com/hochzeiten/dormagen/","0.9413","Hochzeitsmusik Monheim am Rhein | Viola für Trauung","Hochzeitsmusik in Monheim am Rhein, die eure Trauung persönlich trägt."
"hochzeiten","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","muelheim-an-der-ruhr","Hochzeitsmusik Mülheim an der Ruhr","https://kim-marie-borger.com/hochzeiten/muelheim-an-der-ruhr/","1560","407","8","5","0","3","7","3","false","true","54","140","https://kim-marie-borger.com/hochzeiten/rhein-ruhr/","0.6667","https://kim-marie-borger.com/hochzeiten/muenster/","0.6512","https://kim-marie-borger.com/hochzeiten/aachen/","0.9279","Hochzeitsmusik Mülheim an der Ruhr | Viola für Trauung","Hochzeitsmusik in Mülheim an der Ruhr, die eure Trauung persönlich trägt."
"hochzeiten","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","muenster","Hochzeitsmusik Münster","https://kim-marie-borger.com/hochzeiten/muenster/","1460","406","8","5","0","3","7","3","false","true","42","116","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/aachen/","0.667","https://kim-marie-borger.com/hochzeiten/aachen/","0.9468","Hochzeitsmusik Münster | Viola für Trauung","Hochzeitsmusik in Münster, die eure Trauung persönlich trägt."
"hochzeiten","local","P2","high","rewrite-differentiate","manual-priority-local-seo-2026-06-22","true","true","neuss","Hochzeitsmusik Neuss","https://kim-marie-borger.com/hochzeiten/neuss/","1330","401","8","5","0","3","96","3","true","true","40","124","https://kim-marie-borger.com/hochzeiten/rhein-kreis-neuss/","0.6667","https://kim-marie-borger.com/hochzeiten/moenchengladbach/","0.6864","https://kim-marie-borger.com/hochzeiten/hilden/","0.9244","Hochzeitsmusik Neuss | Viola für Trauung","Hochzeitsmusik in Neuss: konkret geplant nach Ort und Ablauf."
"hochzeiten","local","P3","low","ok","rewritten-batch-16-stretched-review-needed","true","true","nordrhein-westfalen","Hochzeitsmusik Nordrhein-Westfalen","https://kim-marie-borger.com/hochzeiten/nordrhein-westfalen/","1475","406","8","5","0","3","7","3","false","true","54","140","https://kim-marie-borger.com/hochzeiten/aachen/","0.4","https://kim-marie-borger.com/hochzeiten/ruhrgebiet/","0.5074","https://kim-marie-borger.com/hochzeiten/ruhrgebiet/","0.8532","Hochzeitsmusik Nordrhein-Westfalen | Viola für Trauung","Hochzeitsmusik in Nordrhein-Westfalen, die eure Trauung persönlich trägt."
"hochzeiten","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","oberhausen","Hochzeitsmusik Oberhausen","https://kim-marie-borger.com/hochzeiten/oberhausen/","1481","404","8","5","0","3","7","3","false","true","45","122","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/bottrop/","0.6611","https://kim-marie-borger.com/hochzeiten/paderborn/","0.9422","Hochzeitsmusik Oberhausen | Viola für Trauung","Hochzeitsmusik in Oberhausen, die eure Trauung persönlich trägt."
"hochzeiten","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","paderborn","Hochzeitsmusik Paderborn","https://kim-marie-borger.com/hochzeiten/paderborn/","1481","405","8","5","0","3","7","3","false","true","44","120","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/aachen/","0.6611","https://kim-marie-borger.com/hochzeiten/oberhausen/","0.9422","Hochzeitsmusik Paderborn | Viola für Trauung","Hochzeitsmusik in Paderborn, die eure Trauung persönlich trägt."
"hochzeiten","local","P2","high","rewrite-differentiate","manual-priority-local-seo-2026-06-22","true","true","ratingen","Hochzeitsmusik Ratingen","https://kim-marie-borger.com/hochzeiten/ratingen/","1310","401","8","5","0","3","96","3","true","true","43","130","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/hilden/","0.7056","https://kim-marie-borger.com/hochzeiten/moenchengladbach/","0.9455","Hochzeitsmusik Ratingen | Viola für Trauung","Hochzeitsmusik in Ratingen: konkret geplant nach Ort und Ablauf."
"hochzeiten","local","P3","medium","ok","manual-indexing-strengthened-2026-07-29","true","true","recklinghausen","Hochzeitsmusik Recklinghausen","https://kim-marie-borger.com/hochzeiten/recklinghausen/","1487","404","8","5","0","3","7","3","false","true","49","130","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/bottrop/","0.6422","https://kim-marie-borger.com/hochzeiten/bottrop/","0.9364","Hochzeitsmusik Recklinghausen | Viola für Trauung","Hochzeitsmusik in Recklinghausen, die eure Trauung persönlich trägt."
"hochzeiten","local","P2","high","rewrite-differentiate","manual-priority-local-seo-2026-06-22","true","true","remscheid","Hochzeitsmusik Remscheid","https://kim-marie-borger.com/hochzeiten/remscheid/","1312","408","8","5","0","3","8","3","false","true","44","132","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/erkrath/","0.7004","https://kim-marie-borger.com/hochzeiten/solingen/","0.9312","Hochzeitsmusik Remscheid | Viola für Trauung","Hochzeitsmusik in Remscheid: konkret geplant nach Ort und Ablauf."
"hochzeiten","local","P3","low","ok","rewritten-batch-16-stretched-review-needed","true","true","rhein-kreis-neuss","Hochzeitsmusik Rhein-Kreis Neuss","https://kim-marie-borger.com/hochzeiten/rhein-kreis-neuss/","1511","418","8","5","0","3","7","3","false","true","52","136","https://kim-marie-borger.com/hochzeiten/neuss/","0.6667","https://kim-marie-borger.com/hochzeiten/kreis-mettmann/","0.5582","https://kim-marie-borger.com/hochzeiten/kreis-mettmann/","0.8949","Hochzeitsmusik Rhein-Kreis Neuss | Viola für Trauung","Hochzeitsmusik im Rhein-Kreis Neuss, die eure Trauung persönlich trägt."
"hochzeiten","local","P3","low","ok","rewritten-batch-16-stretched-review-needed","true","true","rhein-ruhr","Hochzeitsmusik Rhein-Ruhr","https://kim-marie-borger.com/hochzeiten/rhein-ruhr/","1555","405","8","5","0","3","50","3","false","true","45","133","https://kim-marie-borger.com/hochzeiten/monheim-am-rhein/","0.6667","https://kim-marie-borger.com/hochzeiten/rheinland/","0.5934","https://kim-marie-borger.com/hochzeiten/rheinland/","0.9093","Hochzeitsmusik Rhein-Ruhr | Viola für Trauung","Hochzeitsmusik in der Region Rhein-Ruhr, die eure Trauung persönlich trägt."
"hochzeiten","local","P3","low","ok","rewritten-batch-16-stretched-review-needed","true","true","rheinland","Hochzeitsmusik Rheinland","https://kim-marie-borger.com/hochzeiten/rheinland/","1458","414","8","5","0","3","51","3","false","true","44","120","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/ruhrgebiet/","0.6215","https://kim-marie-borger.com/hochzeiten/ruhrgebiet/","0.915","Hochzeitsmusik Rheinland | Viola für Trauung","Hochzeitsmusik im Rheinland, die eure Trauung persönlich trägt."
"hochzeiten","local","P3","low","ok","rewritten-batch-16-stretched-review-needed","true","true","ruhrgebiet","Hochzeitsmusik Ruhrgebiet","https://kim-marie-borger.com/hochzeiten/ruhrgebiet/","1460","418","8","5","0","3","7","3","false","true","45","122","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/bergisches-land/","0.6306","https://kim-marie-borger.com/hochzeiten/bergisches-land/","0.9197","Hochzeitsmusik Ruhrgebiet | Viola für Trauung","Hochzeitsmusik im Ruhrgebiet, die eure Trauung persönlich trägt."
"hochzeiten","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","siegen","Hochzeitsmusik Siegen","https://kim-marie-borger.com/hochzeiten/siegen/","1486","406","8","5","0","3","7","3","false","true","41","114","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/aachen/","0.6602","https://kim-marie-borger.com/hochzeiten/aachen/","0.9302","Hochzeitsmusik Siegen | Viola für Trauung","Hochzeitsmusik in Siegen, die eure Trauung persönlich trägt."
"hochzeiten","local","P2","high","rewrite-differentiate","manual-priority-local-seo-2026-06-22","true","true","solingen","Hochzeitsmusik Solingen","https://kim-marie-borger.com/hochzeiten/solingen/","1314","405","8","5","0","3","8","3","false","true","43","130","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/mettmann/","0.7048","https://kim-marie-borger.com/hochzeiten/remscheid/","0.9312","Hochzeitsmusik Solingen | Viola für Trauung","Hochzeitsmusik in Solingen: konkret geplant nach Ort und Ablauf."
"hochzeiten","local","P3","high","rewrite-differentiate","rewritten-batch-16-stretched-review-needed","true","true","unna","Hochzeitsmusik Unna","https://kim-marie-borger.com/hochzeiten/unna/","1475","408","8","5","0","3","7","3","false","true","39","110","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/moers/","0.682","https://kim-marie-borger.com/hochzeiten/moers/","0.9527","Hochzeitsmusik Unna | Viola für Trauung","Hochzeitsmusik in Unna, die eure Trauung persönlich trägt."
"hochzeiten","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","velbert","Hochzeitsmusik Velbert","https://kim-marie-borger.com/hochzeiten/velbert/","1476","405","8","5","0","3","7","3","false","true","42","116","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/bottrop/","0.6623","https://kim-marie-borger.com/hochzeiten/bottrop/","0.9419","Hochzeitsmusik Velbert | Viola für Trauung","Hochzeitsmusik in Velbert, die eure Trauung persönlich trägt."
"hochzeiten","local","P3","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","wuelfrath","Hochzeitsmusik Wülfrath","https://kim-marie-borger.com/hochzeiten/wuelfrath/","1460","406","8","5","0","3","7","3","false","true","43","118","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/heiligenhaus/","0.6701","https://kim-marie-borger.com/hochzeiten/heiligenhaus/","0.9468","Hochzeitsmusik Wülfrath | Viola für Trauung","Hochzeitsmusik in Wülfrath, die eure Trauung persönlich trägt."
"hochzeiten","local","P1","low","ok","manual-human-editorial-final-2026-07-29","true","true","wuppertal","Hochzeitsmusik Wuppertal","https://kim-marie-borger.com/hochzeiten/wuppertal/","1308","418","8","5","0","3","98","3","true","true","44","132","https://kim-marie-borger.com/hochzeiten/aachen/","0.5","https://kim-marie-borger.com/hochzeiten/koeln/","0.5437","https://kim-marie-borger.com/hochzeiten/koeln/","0.8564","Hochzeitsmusik Wuppertal | Viola für Trauung","Hochzeitsmusik in Wuppertal für euren besonderen Moment."
"hochzeiten","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","bratsche-hochzeit","Bratsche Hochzeit","https://kim-marie-borger.com/hochzeiten/bratsche-hochzeit/","987","377","8","5","0","3","1","3","false","true","39","115","https://kim-marie-borger.com/hochzeiten/bratschistin-hochzeit/","0.5","https://kim-marie-borger.com/hochzeiten/musik-hochzeitsdinner/","0.62","https://kim-marie-borger.com/hochzeiten/live-instrumentalmusik-hochzeit/","0.8844","Bratsche Hochzeit | Live-Viola Hochzeit","Bratsche zur Hochzeit, warm, nah und weniger hell als klassische Geige."
"hochzeiten","topic","P2","low","ok","risk-pass-2026-06-16-review-needed","true","true","bratschistin-hochzeit","Bratschistin Hochzeit","https://kim-marie-borger.com/hochzeiten/bratschistin-hochzeit/","788","300","8","3","0","3","1","3","false","true","43","119","https://kim-marie-borger.com/hochzeiten/bratsche-hochzeit/","0.5","https://kim-marie-borger.com/hochzeiten/musikerin-hochzeit/","0.594","https://kim-marie-borger.com/hochzeiten/musikerin-hochzeit/","0.9383","Bratschistin Hochzeit | Live-Viola Hochzeit","Eine Bratschistin zur Hochzeit, wenn der Klang persönlich und fein geführt sein soll."
"hochzeiten","topic","P2","low","ok","manual-intent-test-2026-07-29","true","true","dezente-hochzeitsmusik","Dezente Hochzeitsmusik","https://kim-marie-borger.com/hochzeiten/dezente-hochzeitsmusik/","1009","389","8","5","0","3","1","3","false","true","44","120","https://kim-marie-borger.com/hochzeiten/elegante-hochzeitsmusik/","0.5","https://kim-marie-borger.com/hochzeiten/streichmusik-hochzeit/","0.6162","https://kim-marie-borger.com/hochzeiten/streichmusik-hochzeit/","0.8787","Dezente Hochzeitsmusik | Live-Viola Hochzeit","Dezente Hochzeitsmusik, die Atmosphäre schafft, ohne Gespräche zu überdecken."
"hochzeiten","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","dinnermusik-hochzeit","Dinnermusik Hochzeit","https://kim-marie-borger.com/hochzeiten/dinnermusik-hochzeit/","989","387","8","5","0","3","1","3","false","true","42","118","https://kim-marie-borger.com/hochzeiten/bratsche-hochzeit/","0.5","https://kim-marie-borger.com/hochzeiten/solo-musikerin-hochzeit/","0.6291","https://kim-marie-borger.com/hochzeiten/solo-musikerin-hochzeit/","0.8983","Dinnermusik Hochzeit | Live-Viola Hochzeit","Dinnermusik zur Hochzeit, die zwischen Gängen, Reden und Gesprächen atmet."
"hochzeiten","topic","P2","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","elegante-hochzeitsmusik","Elegante Hochzeitsmusik","https://kim-marie-borger.com/hochzeiten/elegante-hochzeitsmusik/","990","391","8","5","0","3","1","3","false","true","45","121","https://kim-marie-borger.com/hochzeiten/dezente-hochzeitsmusik/","0.5","https://kim-marie-borger.com/hochzeiten/romantische-hochzeitsmusik/","0.6405","https://kim-marie-borger.com/hochzeiten/romantische-hochzeitsmusik/","0.9182","Elegante Hochzeitsmusik | Live-Viola Hochzeit","Elegante Hochzeitsmusik mit Solo-Viola, klassisch im Ton und persönlich im Ablauf."
"hochzeiten","topic","P2","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","emotionale-hochzeitsmusik","Emotionale Hochzeitsmusik","https://kim-marie-borger.com/hochzeiten/emotionale-hochzeitsmusik/","988","377","8","5","0","3","1","3","false","true","47","123","https://kim-marie-borger.com/hochzeiten/dezente-hochzeitsmusik/","0.5","https://kim-marie-borger.com/hochzeiten/romantische-hochzeitsmusik/","0.6476","https://kim-marie-borger.com/hochzeiten/romantische-hochzeitsmusik/","0.925","Emotionale Hochzeitsmusik | Live-Viola Hochzeit","Emotionale Hochzeitsmusik, die den Moment trägt, ohne ihn zu überzeichnen."
"hochzeiten","topic","P2","low","ok","manual-instrument-family-review-2026-07-29","true","true","geige-hochzeit","Geige Hochzeit","https://kim-marie-borger.com/hochzeiten/geige-hochzeit/","1020","395","8","5","0","3","1","3","false","true","36","112","https://kim-marie-borger.com/hochzeiten/bratsche-hochzeit/","0.5","https://kim-marie-borger.com/hochzeiten/musik-schloss-hochzeit/","0.6087","https://kim-marie-borger.com/hochzeiten/viola-hochzeit/","0.901","Geige Hochzeit | Live-Viola Hochzeit","Geige zur Hochzeit gesucht, warm als Solo-Streichmusik auf Viola umgesetzt."
"hochzeiten","topic","P2","low","ok","risk-pass-2026-06-16-review-needed","true","true","geigerin-hochzeit","Geigerin Hochzeit","https://kim-marie-borger.com/hochzeiten/geigerin-hochzeit/","771","294","8","3","0","3","1","3","false","true","39","115","https://kim-marie-borger.com/hochzeiten/bratsche-hochzeit/","0.5","https://kim-marie-borger.com/hochzeiten/musikerin-hochzeit/","0.5784","https://kim-marie-borger.com/hochzeiten/bratschistin-hochzeit/","0.9037","Geigerin Hochzeit | Live-Viola Hochzeit","Geigerin zur Hochzeit gesucht, als persönliche Solo-Streicherin mit Viola-Klang."
"hochzeiten","topic","P2","low","ok","risk-pass-2026-06-16-review-needed","true","true","hintergrundmusik-hochzeit","Hintergrundmusik Hochzeit","https://kim-marie-borger.com/hochzeiten/hintergrundmusik-hochzeit/","847","314","9","3","0","3","1","3","false","true","47","123","https://kim-marie-borger.com/hochzeiten/bratsche-hochzeit/","0.5","https://kim-marie-borger.com/hochzeiten/musikerin-hochzeit/","0.5435","https://kim-marie-borger.com/hochzeiten/musikerin-hochzeit/","0.8868","Hintergrundmusik Hochzeit | Live-Viola Hochzeit","Hintergrundmusik zur Hochzeit, die Gespräche trägt und Räume verbindet."
"hochzeiten","topic","P2","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","hochzeitsfeier","Musik für Hochzeitsfeier","https://kim-marie-borger.com/hochzeiten/hochzeitsfeier/","1003","383","8","5","0","3","57","3","false","true","46","122","https://kim-marie-borger.com/hochzeiten/musik-brautpaar/","0.6667","https://kim-marie-borger.com/hochzeiten/musik-brautpaar/","0.6422","https://kim-marie-borger.com/hochzeiten/musik-brautpaar/","0.9121","Musik für Hochzeitsfeier | Live-Viola Hochzeit","Musik für die Hochzeitsfeier, vom offiziellen Moment bis zum lockeren Ankommen."
"hochzeiten","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","hochzeitsmusik-buchen","Hochzeitsmusik buchen","https://kim-marie-borger.com/hochzeiten/hochzeitsmusik-buchen/","971","374","8","5","0","3","183","3","true","true","43","119","https://kim-marie-borger.com/hochzeiten/dezente-hochzeitsmusik/","0.5","https://kim-marie-borger.com/hochzeiten/hochzeitsmusikerin/","0.6294","https://kim-marie-borger.com/hochzeiten/elegante-hochzeitsmusik/","0.9131","Hochzeitsmusik Buchen | Live-Viola Hochzeit","Hochzeitsmusik buchen, wenn Datum, Ort und musikalische Momente langsam konkret werden."
"hochzeiten","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","hochzeitsmusikerin","Hochzeitsmusikerin","https://kim-marie-borger.com/hochzeiten/hochzeitsmusikerin/","977","376","8","5","0","3","1","3","false","true","40","116","","0","https://kim-marie-borger.com/hochzeiten/hochzeitsmusik-buchen/","0.6294","https://kim-marie-borger.com/hochzeiten/hochzeitsmusik-buchen/","0.8922","Hochzeitsmusikerin | Live-Viola Hochzeit","Eine Hochzeitsmusikerin für Paare, die direkten Kontakt und klare Planung möchten."
"hochzeiten","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","instrumentalmusik-hochzeit","Instrumentalmusik Hochzeit","https://kim-marie-borger.com/hochzeiten/instrumentalmusik-hochzeit/","989","381","8","5","0","3","1","3","false","true","48","124","https://kim-marie-borger.com/hochzeiten/live-instrumentalmusik-hochzeit/","0.8","https://kim-marie-borger.com/hochzeiten/streichmusik-hochzeit/","0.6343","https://kim-marie-borger.com/hochzeiten/streichmusik-hochzeit/","0.9152","Instrumentalmusik Hochzeit | Live-Viola Hochzeit","Instrumentalmusik zur Hochzeit, wenn Melodien wirken sollen, ohne Worte zu brauchen."
"hochzeiten","topic","P2","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","klassische-musik-hochzeit","Klassische Musik Hochzeit","https://kim-marie-borger.com/hochzeiten/klassische-musik-hochzeit/","976","373","8","5","0","3","1","3","false","true","47","123","https://kim-marie-borger.com/hochzeiten/live-musik-hochzeit/","0.6667","https://kim-marie-borger.com/hochzeiten/violinistin-hochzeit/","0.6401","https://kim-marie-borger.com/hochzeiten/violinistin-hochzeit/","0.8987","Klassische Musik Hochzeit | Live-Viola Hochzeit","Klassische Musik zur Hochzeit, festlich, vertraut und sorgfältig dosiert."
"hochzeiten","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","live-instrumentalmusik-hochzeit","Live Instrumentalmusik Hochzeit","https://kim-marie-borger.com/hochzeiten/live-instrumentalmusik-hochzeit/","981","369","8","5","0","3","1","3","false","true","53","129","https://kim-marie-borger.com/hochzeiten/instrumentalmusik-hochzeit/","0.8","https://kim-marie-borger.com/hochzeiten/violinistin-hochzeit/","0.6347","https://kim-marie-borger.com/hochzeiten/instrumentalmusik-hochzeit/","0.8972","Live Instrumentalmusik Hochzeit | Live-Viola Hochzeit","Live-Instrumentalmusik zur Hochzeit, die auf echte Momente reagieren kann."
"hochzeiten","topic","P2","low","ok","rewritten-batch-15-intent-split-review-needed","true","true","live-musik-hochzeit","Live Musik Hochzeit","https://kim-marie-borger.com/hochzeiten/live-musik-hochzeit/","902","349","5","4","0","3","1","3","false","true","41","117","https://kim-marie-borger.com/hochzeiten/live-musik-hochzeit-buchen/","0.8571","https://kim-marie-borger.com/hochzeiten/live-musik-hochzeit-buchen/","0.1354","https://kim-marie-borger.com/hochzeiten/sektempfang/","0.5727","Live Musik Hochzeit | Live-Viola Hochzeit","Live-Musik zur Hochzeit, die den Ablauf begleitet und nicht nur eine Playlist ersetzt."
"hochzeiten","topic","P2","low","ok","rewritten-batch-15-intent-split-review-needed","true","true","live-musik-hochzeit-buchen","Live Musik Hochzeit buchen","https://kim-marie-borger.com/hochzeiten/live-musik-hochzeit-buchen/","827","321","5","4","0","3","1","3","false","true","48","124","https://kim-marie-borger.com/hochzeiten/live-musik-hochzeit/","0.8571","https://kim-marie-borger.com/hochzeiten/live-musik-hochzeit/","0.1354","https://kim-marie-borger.com/hochzeiten/hochzeitsmusik-buchen/","0.5432","Live Musik Hochzeit Buchen | Live-Viola Hochzeit","Live-Musik zur Hochzeit buchen, mit klarer Planung statt Bauchgefühl allein."
"hochzeiten","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","moderne-hochzeitsmusik","Moderne Hochzeitsmusik","https://kim-marie-borger.com/hochzeiten/moderne-hochzeitsmusik/","976","375","8","5","0","3","1","3","false","true","44","120","https://kim-marie-borger.com/hochzeiten/dezente-hochzeitsmusik/","0.5","https://kim-marie-borger.com/hochzeiten/musik-hochzeitszeremonie/","0.6345","https://kim-marie-borger.com/hochzeiten/musik-hochzeitszeremonie/","0.8924","Moderne Hochzeitsmusik | Live-Viola Hochzeit","Moderne Hochzeitsmusik auf Solo-Viola, persönlich ohne Pop-Show."
"hochzeiten","topic","P2","low","ok","risk-pass-2026-06-16-review-needed","true","true","musik-auszug","Musik Auszug Hochzeit","https://kim-marie-borger.com/hochzeiten/musik-auszug/","804","297","8","3","0","3","51","3","false","true","43","119","https://kim-marie-borger.com/hochzeiten/klassische-musik-hochzeit/","0.6667","https://kim-marie-borger.com/hochzeiten/musik-kirchliche-trauung/","0.5742","https://kim-marie-borger.com/hochzeiten/musik-zur-trauung/","0.9214","Musik Auszug Hochzeit | Live-Viola Hochzeit","Musik zum Auszug, wenn aus der Trauung der erste gemeinsame Schritt wird."
"hochzeiten","topic","P2","low","ok","manual-indexing-strengthened-2026-07-29","true","true","musik-brauteinzug","Musik Brauteinzug","https://kim-marie-borger.com/hochzeiten/musik-brauteinzug/","993","384","8","5","0","3","93","3","true","true","39","115","https://kim-marie-borger.com/hochzeiten/musik-hochzeitsdinner/","0.5","https://kim-marie-borger.com/hochzeiten/musik-ringtausch/","0.6354","https://kim-marie-borger.com/hochzeiten/musik-ringtausch/","0.906","Musik Brauteinzug | Live-Viola Hochzeit","Musik zum Brauteinzug, die dem Raum Zeit zum Stillwerden gibt."
"hochzeiten","topic","P2","medium","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-brautpaar","Musik für Brautpaar","https://kim-marie-borger.com/hochzeiten/musik-brautpaar/","1010","388","8","5","0","3","1","3","false","true","41","117","https://kim-marie-borger.com/hochzeiten/hochzeitsfeier/","0.6667","https://kim-marie-borger.com/hochzeiten/hochzeitsfeier/","0.6422","https://kim-marie-borger.com/hochzeiten/hochzeitsfeier/","0.9121","Musik für Brautpaar | Live-Viola Hochzeit","Musik für das Brautpaar, wenn ein Stück wirklich zu euch gehören soll."
"hochzeiten","topic","P2","low","ok","manual-indexing-strengthened-2026-07-29","true","true","musik-freie-trauung","Musik freie Trauung","https://kim-marie-borger.com/hochzeiten/musik-freie-trauung/","807","310","8","3","0","3","93","3","true","true","41","117","https://kim-marie-borger.com/hochzeiten/musik-zur-trauung/","0.8","https://kim-marie-borger.com/hochzeiten/musik-kirchliche-trauung/","0.5556","https://kim-marie-borger.com/hochzeiten/musik-zur-trauung/","0.9034","Musik Freie Trauung | Live-Viola Hochzeit","Musik für die freie Trauung, flexibel, persönlich und eng am Ablauf."
"hochzeiten","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-hochzeitsdinner","Musik Hochzeitsdinner","https://kim-marie-borger.com/hochzeiten/musik-hochzeitsdinner/","977","384","8","5","0","3","92","3","true","true","43","119","https://kim-marie-borger.com/hochzeiten/musik-brauteinzug/","0.5","https://kim-marie-borger.com/hochzeiten/musik-hochzeitszeremonie/","0.6208","https://kim-marie-borger.com/hochzeiten/musik-hochzeitszeremonie/","0.9001","Musik Hochzeitsdinner | Live-Viola Hochzeit","Musik zum Hochzeitsdinner, dezent zwischen Menü, Reden und Gesprächen."
"hochzeiten","topic","P2","low","ok","risk-pass-2026-06-16-review-needed","true","true","musik-hochzeitsempfang","Musik Hochzeitsempfang","https://kim-marie-borger.com/hochzeiten/musik-hochzeitsempfang/","782","299","8","3","0","3","1","3","false","true","44","120","https://kim-marie-borger.com/hochzeiten/musik-brauteinzug/","0.5","https://kim-marie-borger.com/hochzeiten/musik-kirchliche-trauung/","0.5757","https://kim-marie-borger.com/hochzeiten/musik-auszug/","0.9019","Musik Hochzeitsempfang | Live-Viola Hochzeit","Musik zum Hochzeitsempfang, wenn Gäste ankommen und Glückwünsche beginnen."
"hochzeiten","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-hochzeitszeremonie","Musik Hochzeitszeremonie","https://kim-marie-borger.com/hochzeiten/musik-hochzeitszeremonie/","955","367","8","5","0","3","1","3","false","true","46","122","https://kim-marie-borger.com/hochzeiten/musik-brauteinzug/","0.5","https://kim-marie-borger.com/hochzeiten/moderne-hochzeitsmusik/","0.6345","https://kim-marie-borger.com/hochzeiten/sektempfang/","0.9047","Musik Hochzeitszeremonie | Live-Viola Hochzeit","Musik für die Hochzeitszeremonie, als roter Faden vom Beginn bis zum Auszug."
"hochzeiten","topic","P2","low","ok","rewritten-batch-16-stretched-review-needed","true","true","musik-ja-wort","Musik Ja-Wort","https://kim-marie-borger.com/hochzeiten/musik-ja-wort/","1058","400","8","5","0","3","1","3","false","true","35","111","https://kim-marie-borger.com/hochzeiten/musik-nach-ja-wort/","1","https://kim-marie-borger.com/hochzeiten/musik-standesamt/","0.2102","https://kim-marie-borger.com/hochzeiten/musik-nach-ja-wort/","0.629","Musik Ja-Wort | Live-Viola Hochzeit","Musik zum Ja-Wort, leise genug für Worte und stark genug für den Moment danach."
"hochzeiten","topic","P2","low","ok","risk-pass-2026-06-16-review-needed","true","true","musik-kirchliche-trauung","Musik kirchliche Trauung","https://kim-marie-borger.com/hochzeiten/musik-kirchliche-trauung/","786","298","8","3","0","3","50","3","false","true","46","122","https://kim-marie-borger.com/hochzeiten/musik-zur-trauung/","0.8","https://kim-marie-borger.com/hochzeiten/musik-zur-trauung/","0.5915","https://kim-marie-borger.com/hochzeiten/musik-zur-trauung/","0.9296","Musik Kirchliche Trauung | Live-Viola Hochzeit","Musik für die kirchliche Trauung, abgestimmt mit Liturgie, Raum und Akustik."
